ID,Title,Author,publishday,pages,Read,Genre,ISBN,Price,Language,Publisher,Rating,Tags
665,Ferne Lichter,Marie Wagner,2001-04-23,900,true,Thriller,984-179074-109-0,45.51,Französisch,Villach Print,1.3,Familie;Wissenschaft;Vergangenheit;Krieg
666,Stille Stimmen im Sturm,Felix Seidl,2016-12-07,1028,true,Thriller,835-196034-103-6,48.54,Englisch,Donau Press,1.2,Politik
667,Pfad im Morgengrauen,Felix Koller,2023-05-07,282,false,Science Fiction,719-840581-290-7,20.84,Italienisch,Buchhaus Wien,2.8,Krieg
668,Zerbrochene Karten,Leon Brandt,1998-08-17,669,false,Kinderbuch,226-837010-879-1,15.35,Französisch,Donau Press,1.6,Freundschaft;Politik;Technik
669,Verbotene Spuren bei Nacht,Maximilian Kral,1980-12-06,833,true,Fantasy,770-816734-357-4,46.49,Deutsch,Buchhaus Wien,1.3,Zukunft;Liebe;Freundschaft
670,Brücken im Winter,Anna Mayr,2010-07-07,170,true,Biografie,814-814164-720-1,36.31,Französisch,Salzburg Media,2.4,Wissenschaft;Reise;Magie;Zukunft
671,Türen in Graz #671,Emilia Lechner,1965-04-20,123,false,Horror,576-584064-432-6,30.5,Spanisch,Salzburg Media,1.6,Politik;Liebe;Abenteuer;Wissenschaft
672,Legenden im Sturm,Jonas Fischer,1951-04-03,524,false,Lyrik,276-258375-707-2,16.93,Deutsch,Tradition & Technik,2.9,Wissenschaft;Mystery;Liebe
673,Nebel von Salzburg,Mia Kral,1999-04-14,364,true,Science Fiction,721-858885-611-6,28.93,Englisch,Salzburg Media,4.9,Wissenschaft
674,Goldene Wälder,Matthias Koller,2004-07-12,376,true,Historisch,606-942658-321-6,31.98,Französisch,AlpenBooks,2.4,Familie;Freundschaft;Politik
675,Stille Seiten im Sturm,Sebastian Hofer,1980-08-08,822,true,Kinderbuch,984-234357-478-9,58.37,Deutsch,Buchhaus Wien,2.8,Mystery;Vergangenheit;Wissenschaft;Zukunft
676,Pfad im Sommer,Sarah Leitner,1999-10-17,428,false,Biografie,815-303819-230-5,47.99,Italienisch,Donau Press,3.8,Mystery;Reise
677,Südliche Rätsel über Wien,David Pichler,1958-07-30,473,false,Drama,429-185257-641-7,30.45,Französisch,Nordlicht Verlag,2.8,Vergangenheit;Magie
678,Geheime Lichter am Bodensee,Laura Gruber,1970-01-14,728,true,Biografie,944-750801-594-8,13.04,Französisch,Zukunftsverlag,2.9,Freundschaft;Technik;Mystery
679,Zerbrochene Sterne an der Grenze,Julia Bauer,1976-07-09,831,true,Krimi,636-937653-616-4,18.65,Spanisch,Tradition & Technik,3.8,Magie
680,Spuren im Sturm,Mia Müller,1952-08-02,747,false,Horror,180-486538-576-2,29.57,Spanisch,Steiermark Stories,1.6,Vergangenheit;Wissenschaft;Krieg;Magie
681,Karten in Graz,Matthias Egger,1990-09-02,371,true,Roman,430-117779-226-0,52.73,Italienisch,Salzburg Media,2.5,Zukunft;Politik;Technik
682,Kalte Pfad,David Weber,1965-12-20,414,false,Fantasy,759-396651-431-9,46.61,Deutsch,Steiermark Stories,1.2,Reise;Krieg
683,Geheime Träume,Paul Pichler,1964-08-28,1042,false,Thriller,872-477819-465-5,9.46,Französisch,Nordlicht Verlag,3.0,Technik
684,Pfad im Süden,Matthias Wagner,1999-03-05,922,true,Krimi,559-266786-218-4,17.51,Deutsch,Steiermark Stories,1.1,Reise;Liebe
685,Letzte Gärten #685,Emilia Wagner,1962-05-09,592,true,Horror,874-765143-786-6,6.06,Französisch,Salzburg Media,1.1,Technik;Krieg;Liebe;Mystery
686,Dunkle Spuren von Innsbruck,Tobias Koller,1950-08-23,437,false,Drama,476-633881-948-2,26.84,Englisch,Steiermark Stories,1.0,Magie;Technik;Wissenschaft
687,Feurige Schritte in Graz,Florian Egger,1972-12-28,422,true,Sachbuch,502-224956-766-4,29.84,Spanisch,Villach Print,4.9,Mystery;Abenteuer;Krieg;Liebe
688,Chroniken an der Donau #688,Eva Seidl,1968-06-11,284,false,Kinderbuch,865-413115-952-3,53.77,Französisch,Zukunftsverlag,2.9,Freundschaft;Magie
689,Brennende Wege,Mia Müller,1969-06-01,929,true,Biografie,311-623860-837-6,44.6,Spanisch,Tradition & Technik,3.4,Reise;Vergangenheit
690,Hohe Uhren von Innsbruck,Marie Egger,1959-08-16,985,true,Fantasy,734-152458-977-0,57.07,Deutsch,Wort & Welt,2.8,Krieg;Liebe
691,Spuren in Graz,Elena Mayr,1983-06-13,157,true,Lyrik,122-411919-888-0,54.42,Französisch,AlpenBooks,2.1,Krieg;Familie
692,Verlorene Rätsel im Sommer,Lea Müller,1960-02-07,168,false,Science Fiction,990-707940-811-8,20.02,Deutsch,Villach Print,2.9,Mystery;Krieg
693,Kompass im Süden,Anna Schmidt,1994-08-17,522,false,Horror,279-113913-690-0,41.11,Französisch,Wort & Welt,3.9,Vergangenheit;Magie
694,Erste Legenden,Felix Gruber,2011-11-16,538,false,Lyrik,145-690570-955-6,35.74,Spanisch,Donau Press,3.9,Magie
695,Brücken an der Grenze,Sophie Lang,2023-08-19,563,false,Biografie,774-489307-843-8,34.74,Französisch,Zukunftsverlag,2.6,Wissenschaft;Reise;Vergangenheit;Magie
696,Südliche Kompass,Nina Koch,1982-04-30,1064,false,Drama,359-244327-440-5,40.5,Spanisch,Steiermark Stories,4.4,Liebe;Wissenschaft
697,Geheime Seiten am Fluss,Nina Steiner,2024-08-23,842,true,Drama,242-955908-911-3,50.36,Spanisch,Nordlicht Verlag,4.3,Technik
698,Dunkle Segel an der Donau,Tobias Müller,1972-11-07,1036,false,Roman,857-337798-800-5,31.9,Französisch,Zukunftsverlag,3.2,Technik;Familie;Politik;Mystery
699,Ewige Gipfel bei Nacht,Matthias Eder,1959-07-20,311,false,Science Fiction,259-974878-810-3,44.39,Italienisch,Nordlicht Verlag,3.0,Zukunft
700,Schlüssel im Süden,Mia Kral,1968-10-09,634,false,Krimi,124-117007-131-4,11.66,Englisch,Nordlicht Verlag,1.3,Krieg;Politik;Wissenschaft;Zukunft
701,Hohe Uhren,David Weber,1983-08-21,293,true,Drama,703-601680-750-9,37.63,Spanisch,Buchhaus Wien,3.0,Liebe;Magie;Reise
702,Gärten bei Regen,Florian Bauer,1987-12-04,785,false,Biografie,801-614125-127-6,7.13,Spanisch,Nordlicht Verlag,2.9,Krieg
703,Stille Flammen,Jonas Mayr,1980-04-08,327,false,Science Fiction,135-438556-417-8,47.74,Spanisch,Donau Press,3.5,Liebe
704,Geheime Blätter über Wien,Clara Pichler,1989-11-15,150,false,Science Fiction,381-830994-678-6,49.07,Italienisch,Buchhaus Wien,2.0,Zukunft
705,Südliche Schritte im Winter,Mia Wallner,1964-08-07,120,true,Biografie,536-215002-803-2,58.27,Deutsch,Donau Press,2.9,Liebe;Politik
706,Ferne Gärten im Süden,Lukas Hofer,1966-05-22,308,true,Lyrik,697-986611-605-3,44.26,Deutsch,Nordlicht Verlag,1.7,Zukunft;Freundschaft
707,Verlorene Flammen im Sommer,Sophie Kaiser,2012-09-14,520,true,Historisch,810-486178-750-8,10.85,Spanisch,Buchhaus Wien,2.1,Krieg;Vergangenheit;Zukunft;Magie
708,Ewige Schatten im Süden,Sebastian Seidl,1971-10-28,1008,false,Roman,223-125280-265-1,36.37,Englisch,Salzburg Media,3.6,Technik;Magie;Reise
709,Ferne Blätter,Elena Bauer,2000-03-18,120,true,Roman,407-239685-864-6,5.62,Deutsch,Steiermark Stories,4.2,Technik
710,Erste Blätter im Morgengrauen,Anna Hofer,2022-10-19,220,true,Krimi,981-603724-920-3,15.38,Spanisch,Salzburg Media,2.9,Abenteuer
711,Türen bei Regen #711,Isabella Kaiser,1956-05-12,229,false,Historisch,248-897460-169-7,33.24,Deutsch,Villach Print,1.7,Familie;Wissenschaft;Mystery;Magie
712,Stimmen bei Nacht #712,Lukas Wallner,1978-10-02,879,false,Krimi,787-861785-482-6,29.74,Englisch,AlpenBooks,2.9,Familie;Vergangenheit;Abenteuer;Mystery
713,Brennende Uhren im Sommer,Florian Huber,1988-10-28,694,true,Thriller,675-188963-821-2,47.51,Deutsch,Zukunftsverlag,2.1,Reise;Familie;Wissenschaft
714,Schriftrollen bei Regen,Julia Schneider,1977-08-24,955,false,Historisch,599-504848-875-9,43.24,Italienisch,Villach Print,3.6,Reise;Wissenschaft
715,Südliche Wälder,Nina Pichler,2005-04-19,726,true,Lyrik,374-384427-995-4,37.69,Englisch,Zukunftsverlag,4.7,Mystery;Freundschaft;Vergangenheit
716,Uhren in Graz,Thomas Schneider,1996-06-11,772,false,Sachbuch,712-544436-785-3,47.26,Englisch,Wort & Welt,1.8,Zukunft;Technik;Vergangenheit
717,Spuren im Winter #717,Tobias Pichler,1965-07-23,200,false,Sachbuch,753-359026-310-9,48.45,Französisch,AlpenBooks,4.5,Wissenschaft;Mystery;Politik;Reise
718,Erste Sterne im Wald,Nico Moser,1980-08-17,229,true,Thriller,358-230473-485-8,59.11,Deutsch,Nordlicht Verlag,1.8,Reise;Vergangenheit;Technik
719,Erste Segel im Wald,Elena Fuchs,1973-11-02,132,false,Lyrik,601-724187-210-7,29.04,Französisch,Nordlicht Verlag,1.6,Wissenschaft
720,Dunkle Legenden,Marie Leitner,1959-08-23,641,false,Roman,902-200548-860-6,16.27,Italienisch,Buchhaus Wien,1.0,Freundschaft;Zukunft;Magie
721,Winde von Innsbruck,Emilia Gruber,2005-06-21,698,false,Sachbuch,665-470725-960-3,13.34,Italienisch,Villach Print,2.3,Abenteuer;Politik
722,Leise Seiten #722,Anna Maier,1958-03-07,664,false,Sachbuch,928-609877-227-1,18.54,Spanisch,Donau Press,2.0,Abenteuer;Mystery
723,Ufer über Wien,Emilia Wolf,1977-09-04,525,false,Drama,969-505487-556-3,17.77,Deutsch,Tradition & Technik,3.8,Abenteuer;Zukunft;Politik;Freundschaft
724,Wege bei Regen,Florian Leitner,1968-05-27,982,false,Horror,908-649386-450-5,6.14,Italienisch,Villach Print,2.6,Freundschaft;Mystery;Wissenschaft;Abenteuer
725,Goldene Seiten im Süden,Lea Kaiser,1986-03-31,292,true,Biografie,514-387458-354-4,54.41,Spanisch,Villach Print,4.5,Familie
726,Letzte Pfad im Tal,Nico Berger,2021-10-12,102,false,Biografie,468-499476-120-7,29.0,Spanisch,Tradition & Technik,1.4,Wissenschaft;Mystery;Magie
727,Sterne am Markt,Laura Maier,1965-02-13,304,false,Lyrik,629-728207-643-3,51.52,Spanisch,Zukunftsverlag,1.2,Krieg;Zukunft
728,Goldene Seiten,Matthias Moser,1954-06-29,336,true,Sachbuch,563-256268-400-2,52.22,Französisch,AlpenBooks,1.9,Abenteuer;Technik;Krieg
729,Goldene Seiten #729,Lukas Lechner,2008-09-23,881,false,Kinderbuch,280-402244-661-7,56.81,Englisch,Donau Press,1.1,Freundschaft;Zukunft
730,Goldene Gärten,Paul Leitner,2023-04-28,881,true,Thriller,897-585005-666-5,44.78,Englisch,Steiermark Stories,4.7,Vergangenheit;Liebe
731,Legenden von Salzburg #731,Florian Leitner,1996-01-18,912,true,Historisch,158-512935-238-2,7.66,Englisch,AlpenBooks,2.0,Freundschaft;Magie;Reise
732,Nördliche Schritte #732,Matthias Bauer,2014-01-02,334,true,Drama,872-144327-168-6,12.47,Französisch,Salzburg Media,3.1,Familie;Politik;Technik;Vergangenheit
733,Feurige Rätsel im Morgengrauen,Nico Steiner,1996-08-15,442,false,Drama,835-978316-867-6,46.34,Italienisch,Tradition & Technik,1.7,Abenteuer;Liebe;Mystery;Krieg
734,Ewige Schriftrollen im Herbst,Paul Egger,1986-12-31,471,true,Biografie,124-429824-598-3,46.27,Englisch,Tradition & Technik,4.1,Reise;Freundschaft
735,Geheime Pfad im Herbst,Jonas Gruber,1962-10-08,96,false,Science Fiction,358-610421-508-7,44.21,Französisch,Donau Press,2.9,Liebe;Mystery;Abenteuer;Krieg
736,Lichter am Bodensee,Sophie Lang,1984-09-05,988,false,Horror,179-727296-401-5,50.16,Italienisch,Salzburg Media,1.2,Krieg;Wissenschaft;Zukunft;Mystery
737,Sterne im Morgengrauen,Lea Müller,1959-02-02,229,false,Historisch,376-162796-125-8,17.03,Italienisch,Zukunftsverlag,1.1,Wissenschaft;Freundschaft;Reise;Vergangenheit
738,Versteckte Uhren im Norden,Lukas Kaiser,1996-05-19,679,true,Science Fiction,876-611198-543-8,6.99,Italienisch,Villach Print,3.0,Politik;Wissenschaft
739,Nördliche Gipfel am Markt,Leon Wagner,2018-05-16,1016,true,Drama,493-389155-503-3,7.3,Französisch,Buchhaus Wien,4.8,Politik;Freundschaft
740,Kalte Chroniken,Thomas Brandt,1963-08-10,517,false,Sachbuch,315-100594-167-2,52.24,Französisch,Salzburg Media,4.1,Reise;Abenteuer
741,Südliche Ufer im Tal,Katrin Lang,2022-10-27,1000,true,Kinderbuch,481-991912-580-4,36.74,Italienisch,Zukunftsverlag,3.5,Technik;Abenteuer;Familie
742,Tiefe Segel am Markt,Sarah Egger,2019-10-29,998,true,Fantasy,544-606877-378-5,56.7,Französisch,Salzburg Media,4.9,Liebe;Freundschaft;Magie;Familie
743,Geheime Türen,Emilia Wallner,2020-04-15,304,false,Krimi,575-260702-200-8,32.82,Spanisch,Tradition & Technik,2.7,Magie;Krieg;Mystery
744,Hohe Schatten,Clara Wolf,1955-12-14,873,true,Fantasy,546-525642-934-6,13.47,Spanisch,Buchhaus Wien,2.3,Krieg;Magie;Mystery
745,Rätsel im Sommer,Clara Weber,2002-10-16,299,false,Krimi,393-355051-725-2,23.49,Italienisch,Zukunftsverlag,3.4,Krieg
746,Goldene Chroniken,Eva Müller,1963-06-18,633,false,Thriller,912-947352-814-2,59.55,Deutsch,Salzburg Media,1.7,Magie;Wissenschaft
747,Ewige Kompass im Wald,Marie Schmidt,1964-10-27,994,true,Thriller,139-711176-184-0,38.79,Englisch,AlpenBooks,4.6,Krieg;Magie;Freundschaft;Zukunft
748,Brennende Brücken an der Grenze,Mia Wagner,1955-10-30,553,false,Sachbuch,261-774720-894-8,10.29,Italienisch,Donau Press,3.8,Politik
749,Kompass von Salzburg #749,Matthias Koller,2022-09-10,543,true,Historisch,413-407917-769-6,27.99,Englisch,Wort & Welt,3.7,Mystery;Reise
750,Geheime Stimmen #750,Marie Schmidt,2002-09-22,976,true,Thriller,559-232235-252-1,20.54,Französisch,Zukunftsverlag,3.3,Politik;Vergangenheit;Krieg;Technik
751,Tiefe Uhren in Graz,Markus Koller,2008-11-13,114,true,Horror,296-461848-167-0,6.73,Französisch,Tradition & Technik,1.7,Reise;Familie;Politik;Wissenschaft
752,Träume am Fluss,Eva Berger,1987-11-22,754,true,Drama,988-833851-288-0,52.8,Englisch,Wort & Welt,2.7,Wissenschaft;Abenteuer;Liebe;Zukunft
753,Brennende Seiten,Laura Leitner,1968-02-23,818,true,Fantasy,889-109673-746-5,44.13,Italienisch,Zukunftsverlag,2.3,Reise
754,Zerbrochene Spuren im Sturm,David Wolf,2009-02-03,958,false,Historisch,380-656656-500-8,59.65,Italienisch,Villach Print,1.8,Reise
755,Tiefe Türen im Herbst,Nina Eder,1990-12-13,125,true,Fantasy,517-717947-742-1,31.1,Spanisch,Salzburg Media,4.7,Wissenschaft;Freundschaft
756,Nördliche Karten,Mia Brandt,2008-07-01,952,true,Krimi,784-707716-360-6,19.6,Italienisch,Donau Press,1.2,Mystery;Politik;Liebe;Zukunft
757,Goldene Chroniken #757,Sarah Leitner,1998-01-08,913,false,Horror,116-626124-989-4,47.29,Deutsch,Salzburg Media,5.0,Technik;Familie
758,Verbotene Gärten an der Donau,Isabella Gruber,1984-11-25,654,false,Roman,658-787973-305-0,42.68,Deutsch,Zukunftsverlag,3.6,Liebe;Krieg;Abenteuer;Magie
759,Verbotene Kompass,Maximilian Koch,1964-07-09,1007,false,Kinderbuch,267-478986-199-4,22.02,Italienisch,Steiermark Stories,3.6,Abenteuer
760,Verlorene Schlüssel,Marie Eder,2019-02-10,893,false,Sachbuch,283-218877-883-7,23.56,Italienisch,Steiermark Stories,2.9,Reise
761,Hohe Karten im Tal,Sophie Kaiser,1958-04-04,441,true,Krimi,658-362433-842-0,55.1,Italienisch,Nordlicht Verlag,5.0,Abenteuer;Wissenschaft
762,Brennende Schriftrollen,Matthias Moser,1967-06-03,570,false,Lyrik,459-131236-448-6,48.6,Spanisch,Nordlicht Verlag,4.2,Mystery;Abenteuer;Vergangenheit;Freundschaft
763,Südliche Gärten im Wald,Eva Berger,1956-01-02,1079,false,Krimi,954-788941-899-7,35.66,Spanisch,Tradition & Technik,2.3,Mystery;Liebe;Zukunft
764,Spuren über Wien,Tobias Fischer,1951-07-16,1091,false,Biografie,764-455179-525-0,58.33,Spanisch,Nordlicht Verlag,1.5,Freundschaft
765,Leise Gärten an der Donau,Tobias Wagner,1992-06-22,586,false,Historisch,843-898578-448-1,39.37,Deutsch,Zukunftsverlag,2.0,Magie;Liebe;Krieg;Zukunft
766,Kompass im Sturm,Matthias Leitner,2023-03-07,468,false,Sachbuch,448-991013-521-1,58.63,Französisch,Nordlicht Verlag,3.0,Politik;Liebe;Zukunft
767,Wälder von Salzburg,Matthias Huber,1962-05-01,1033,false,Drama,972-204986-471-1,10.23,Französisch,Zukunftsverlag,2.3,Abenteuer
768,Zerbrochene Blätter im Tal,Emilia Schmidt,1974-10-22,398,false,Historisch,872-667600-979-1,49.64,Italienisch,Villach Print,4.5,Technik;Familie;Magie
769,Feurige Gärten,Clara Schmidt,1977-12-25,1020,false,Thriller,773-449455-375-0,12.53,Deutsch,Villach Print,1.0,Liebe;Reise;Wissenschaft;Politik
770,Stille Karten von Salzburg,Tobias Moser,2021-03-30,333,true,Roman,289-779986-682-1,39.7,Deutsch,Salzburg Media,1.9,Abenteuer;Zukunft
771,Brennende Schlüssel bei Nacht,Anna Wolf,1996-12-01,976,true,Kinderbuch,894-982733-292-7,35.12,Deutsch,Tradition & Technik,1.8,Mystery;Technik;Magie;Wissenschaft
772,Feurige Blätter #772,Elena Seidl,2001-11-19,374,true,Drama,976-230703-823-6,19.02,Italienisch,Salzburg Media,1.0,Politik
773,Zerbrochene Gipfel am Markt,Matthias Wagner,2001-09-24,268,false,Drama,222-803619-354-2,44.11,Englisch,Donau Press,4.0,Familie
774,Träume in Graz #774,Maximilian Bauer,2001-07-19,82,false,Kinderbuch,213-970287-812-0,27.73,Französisch,Donau Press,2.8,Zukunft;Familie
775,Ewige Wälder,Elena Weber,2009-03-03,611,false,Science Fiction,779-311339-978-2,16.37,Französisch,Donau Press,4.5,Reise;Vergangenheit
776,Winde am Bodensee #776,Maximilian Müller,1988-11-15,554,true,Fantasy,866-581031-636-4,16.21,Deutsch,Wort & Welt,1.6,Abenteuer;Politik;Liebe
777,Chroniken im Morgengrauen,Marie Lechner,1990-10-08,436,true,Krimi,560-310684-804-4,51.17,Spanisch,Wort & Welt,1.6,Reise;Abenteuer
778,Letzte Pfad,Laura Weber,1969-08-21,1090,false,Historisch,757-251720-212-4,44.67,Italienisch,Wort & Welt,3.8,Familie;Technik;Magie
779,Feurige Wege im Tal,Tobias Brandt,1959-08-12,327,false,Sachbuch,929-356161-875-8,52.07,Italienisch,Steiermark Stories,4.7,Technik;Liebe;Abenteuer;Zukunft
780,Gärten bei Regen #780,Elena Lechner,1980-08-14,81,false,Roman,211-868206-413-6,18.81,Französisch,Villach Print,1.8,Familie;Freundschaft;Zukunft;Vergangenheit
781,Ufer im Süden,Laura Egger,1967-08-11,991,true,Fantasy,978-452476-465-7,46.74,Italienisch,Zukunftsverlag,3.0,Technik;Liebe;Krieg;Familie
782,Geheime Schlüssel bei Nacht,Isabella Schmidt,1968-05-22,558,false,Kinderbuch,174-207599-797-8,29.27,Englisch,Donau Press,4.0,Wissenschaft;Krieg
783,Erste Wege,Clara Lechner,1986-09-15,203,false,Lyrik,702-571688-314-1,23.74,Englisch,Villach Print,1.5,Vergangenheit;Freundschaft;Technik
784,Letzte Stimmen im Sommer,Matthias Leitner,1998-07-17,251,false,Kinderbuch,846-106665-962-7,49.94,Englisch,Tradition & Technik,4.5,Krieg
785,Tiefe Schlüssel im Wald,Maximilian Müller,1988-04-26,793,true,Biografie,871-574329-669-2,6.48,Deutsch,Villach Print,1.1,Mystery;Abenteuer;Zukunft
786,Dunkle Gipfel,Lea Fuchs,2024-03-21,294,true,Sachbuch,571-164251-777-7,17.41,Englisch,Buchhaus Wien,1.5,Wissenschaft;Familie
787,Schriftrollen bei Nacht #787,Leon Berger,1955-09-05,933,false,Science Fiction,487-107993-275-5,6.93,Englisch,Tradition & Technik,1.4,Mystery;Krieg
788,Kalte Ufer,Elena Gruber,2012-10-09,912,true,Kinderbuch,632-848392-668-8,57.25,Italienisch,Villach Print,4.9,Abenteuer;Freundschaft;Technik;Zukunft
789,Nördliche Winde,Lea Egger,2025-01-23,893,false,Biografie,366-735732-319-0,15.79,Französisch,Tradition & Technik,4.1,Krieg;Freundschaft;Vergangenheit;Abenteuer
790,Letzte Gipfel,Matthias Moser,1960-02-26,653,false,Lyrik,694-847056-855-2,7.91,Englisch,Steiermark Stories,4.5,Mystery;Liebe
791,Hohe Türen im Tal,Emilia Moser,1999-07-20,165,true,Historisch,195-372271-367-5,35.19,Englisch,Buchhaus Wien,2.7,Abenteuer;Mystery
792,Goldene Segel im Sturm,Julia Lang,1956-05-29,512,false,Historisch,182-873577-878-5,30.35,Französisch,Zukunftsverlag,1.1,Vergangenheit
793,Verlorene Legenden,Sarah Mayr,1952-09-21,165,true,Kinderbuch,927-767984-699-1,9.54,Englisch,Salzburg Media,4.8,Reise
794,Ewige Stimmen an der Grenze,Anna Mayr,1963-06-09,1092,true,Horror,788-220751-913-8,40.51,Französisch,Wort & Welt,1.6,Freundschaft;Familie
795,Leise Schatten im Herbst,Laura Pichler,2018-11-25,158,true,Sachbuch,613-751852-907-0,22.28,Spanisch,Buchhaus Wien,3.0,Liebe;Vergangenheit;Freundschaft;Zukunft
796,Erste Rätsel,Emilia Weber,1980-12-25,731,true,Biografie,841-640950-381-8,13.25,Spanisch,Villach Print,1.5,Abenteuer;Magie;Technik;Mystery
797,Lichter am Bodensee #797,Sophie Hofer,2023-09-16,254,false,Horror,847-143907-665-0,39.38,Deutsch,Tradition & Technik,1.8,Freundschaft;Vergangenheit;Technik;Reise
798,Ewige Chroniken über Wien,Florian Egger,2019-11-08,731,false,Historisch,289-231875-166-0,19.73,Deutsch,Nordlicht Verlag,4.5,Technik;Krieg;Vergangenheit
799,Verlorene Karten am Markt,Isabella Steiner,1965-12-02,640,false,Science Fiction,354-640712-298-6,44.5,Englisch,Steiermark Stories,3.6,Magie;Mystery;Abenteuer;Krieg
800,Feurige Seiten #800,Katrin Hofer,2015-02-18,254,false,Lyrik,785-799378-848-4,27.42,Englisch,Buchhaus Wien,2.0,Vergangenheit;Zukunft;Abenteuer;Wissenschaft
801,Brennende Winde in Graz,Paul Hofer,2019-10-29,337,true,Fantasy,941-509137-398-6,13.62,Französisch,Wort & Welt,4.5,Abenteuer
802,Chroniken von Innsbruck #802,Eva Wolf,1983-02-09,428,false,Roman,400-300982-986-0,41.78,Spanisch,Tradition & Technik,2.2,Magie;Technik;Freundschaft
803,Brennende Sterne über Wien,Florian Gruber,2015-07-25,191,true,Historisch,814-625304-631-2,50.67,Französisch,Zukunftsverlag,3.9,Reise;Freundschaft
804,Dunkle Kompass am Fluss,Lukas Hofer,2011-08-14,734,true,Sachbuch,344-314580-321-3,58.34,Französisch,Donau Press,4.3,Freundschaft;Wissenschaft;Krieg
805,Gipfel von Innsbruck,Sarah Wagner,2022-04-22,184,true,Kinderbuch,714-576833-638-7,44.67,Deutsch,Steiermark Stories,1.2,Mystery;Freundschaft
806,Zerbrochene Schatten,Felix Wagner,1986-05-02,739,true,Krimi,140-526400-975-0,44.78,Deutsch,Villach Print,4.0,Vergangenheit;Wissenschaft;Politik;Krieg
807,Segel bei Nacht,Florian Moser,2014-08-15,964,false,Fantasy,110-293807-313-0,59.85,Deutsch,Villach Print,1.4,Krieg;Technik;Abenteuer;Freundschaft
808,Verlorene Schlüssel im Süden,David Koller,2007-02-18,799,false,Kinderbuch,390-963020-710-1,57.82,Spanisch,Buchhaus Wien,4.5,Politik;Wissenschaft
809,Ewige Träume am Bodensee,Marie Hofer,2004-02-28,152,false,Historisch,754-909361-688-4,10.99,Französisch,Donau Press,1.9,Wissenschaft;Liebe;Freundschaft;Abenteuer
810,Spuren von Salzburg #810,Thomas Mayr,1964-02-23,1044,true,Drama,617-255065-175-3,29.82,Französisch,Zukunftsverlag,2.7,Magie
811,Verbotene Träume,Sebastian Moser,1986-07-15,1043,false,Biografie,745-122286-896-5,18.07,Spanisch,Tradition & Technik,2.7,Technik
812,Stille Ufer im Sturm,Elena Eder,1951-08-12,1041,true,Krimi,995-158077-632-3,24.87,Spanisch,Villach Print,1.4,Politik
813,Nördliche Brücken,David Mayr,1969-02-04,182,false,Krimi,360-457075-464-0,49.96,Italienisch,Steiermark Stories,1.7,Reise
814,Südliche Winde bei Regen,Peter Brandt,1962-10-17,716,true,Historisch,951-376596-397-0,11.37,Französisch,Steiermark Stories,1.0,Vergangenheit;Mystery;Wissenschaft;Magie
815,Südliche Legenden,Katrin Seidl,1999-05-15,834,false,Roman,517-148360-317-3,40.48,Italienisch,Nordlicht Verlag,1.2,Reise;Zukunft;Liebe
816,Dunkle Segel im Norden,Tobias Lechner,2013-06-23,146,false,Sachbuch,687-290608-116-7,59.55,Italienisch,AlpenBooks,2.6,Vergangenheit;Freundschaft;Zukunft;Politik
817,Verbotene Schriftrollen bei Regen,Peter Egger,2018-02-20,694,false,Lyrik,794-898054-974-7,9.93,Italienisch,Wort & Welt,1.6,Freundschaft;Politik;Familie
818,Letzte Träume am Fluss,Tobias Bauer,1976-05-31,101,false,Sachbuch,683-748841-911-3,57.43,Englisch,Nordlicht Verlag,1.7,Magie;Abenteuer
819,Nebel im Wald #819,Nina Schmidt,1986-08-03,717,false,Historisch,584-262530-507-1,30.14,Spanisch,Buchhaus Wien,3.6,Zukunft;Mystery
820,Türen von Innsbruck,Sebastian Egger,1969-10-09,413,false,Drama,470-781773-349-8,12.62,Italienisch,Buchhaus Wien,4.3,Liebe;Wissenschaft;Politik
821,Stille Träume im Wald,Julia Koch,1980-08-16,110,false,Roman,515-719196-881-5,34.95,Englisch,Tradition & Technik,3.6,Vergangenheit
822,Feurige Blätter im Süden,Sophie Koch,2006-07-21,154,false,Krimi,115-689083-593-6,10.4,Englisch,Donau Press,4.2,Freundschaft;Wissenschaft;Krieg
823,Schriftrollen in Graz,Florian Leitner,1985-10-07,634,true,Drama,915-910701-418-8,19.95,Deutsch,Buchhaus Wien,4.3,Reise;Mystery
824,Verlorene Kompass #824,Isabella Pichler,1988-12-16,694,false,Horror,164-157829-219-6,32.71,Deutsch,Nordlicht Verlag,3.7,Liebe;Vergangenheit;Krieg
825,Segel am Bodensee,Julia Steiner,1975-01-20,162,true,Drama,174-999507-855-5,7.99,Spanisch,AlpenBooks,4.5,Freundschaft;Reise
826,Kalte Pfad im Sturm,Lukas Mayr,1983-01-18,305,false,Sachbuch,117-619326-551-7,37.94,Spanisch,AlpenBooks,1.2,Abenteuer;Zukunft;Politik;Familie
827,Geheime Seiten im Sturm,Sophie Müller,1999-11-01,897,true,Science Fiction,842-755768-945-7,55.76,Deutsch,AlpenBooks,3.3,Vergangenheit
828,Wege im Süden #828,Clara Pichler,2010-07-11,626,true,Krimi,303-312511-564-3,9.91,Englisch,Zukunftsverlag,2.4,Mystery;Wissenschaft
829,Ufer im Winter #829,Nina Seidl,1957-02-06,555,true,Roman,794-206594-180-9,13.99,Spanisch,Nordlicht Verlag,1.9,Mystery;Technik;Familie;Wissenschaft
